127.0.0.1 - - [30/Jan/2018:11:35:31 +0530] "GET /samlsso?SAMLRequest=nZPRb9owEMbf91dYfoeEUHXUIqkYqBpSt2WQ7mFvxhzgyLEzn0Ppf187gYpVHUJ7vdx99%2Fn3Xcb3h0qRPViURqd00I8pAS3MWuptSp%2BKh96I3mefxsgrVbNJ43Z6AX8aQEcmiGCdH5sajU0Fdgl2LwU8LR5TunOuZlGkjOBqZ9CxUTyKI2f5HnxNupe%2BMFW0MxX0S6wpmXlFqblrXYRh%2FGv67uZmGAUPiIaSB2MFtF5SuuEKgZL5LKVCc7OqzVaBWm%2FLUvNNXWpZl2aluCi54bJcVSspfDfmHFHuIaXONmEcsYG5Rse1S2kSD0a9eNBL7orBkMWfWXLbT26HvynJrXFGGPVF6o5QYzUzHCUyzStA5gRbTr49sqQfs1XXhOxrUeS9%2FMeyoOTXiXQSSHv2GlnL9rJUfdxLs2MSrWF7vQA%2FhUWzdyGMo3PFTj%2Bp2XcvMZ%2FlRknxQiZKmeepBe7eiPkMKu4uLw0Vue5t2lZWh6ejA%2B0oWeZB%2F2fDldxIsCnttp8TSa5FEr15Pl4mrNvb8Gfp4ODI1FQ1txIDdThw4f5rS7eEnStPlae6gM2Z3NUhXGwTTARpXw5n%2BmzsOtwdCP%2BywnKNtbGui%2B1DP1n37V9AslPi539z9go%3D&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=Ike%2F94DnZjID6RNWBbN4NPKV63dJi%2FLoBxxdQsQVhSSc0sWfV52qdi6ThD%2Fp427rpACmD4bbU8OVeiJtU%2Fplk0TZLTR0PkdoVK8QhBePRJoeohWbnrMieAonDDTm%2F9Z1aClzWSWH6HpPbe4b9fBmlDKhmZsUf%2FFF4Vkd5BYWaEXmf5WHMr831ZERDEYdXWAwEAXL216OSXus9dvD0x2flAvhDvuNXVHfcIoc3Ucjf3dPWvg%2FUej%2FAKqTLGyaPIeV3uWZAlMwQzO8%2FJuOp4H6XvSbS%2FotbRNPQZqKAG0FjIFXdDkm7aBRoBR3dKC3SnCvE7awu06Dfjic8zrW31x%2Fgg%3D%3D HTTP/1.1" 200 1778 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:11:36:06 +0530] "GET /samlsso?SAMLRequest=nZNBj9MwEIXv%2FArL9zZpdwXFarIqrVZUWiC0WQ7cjDNp3HXs4HG63X%2BPnbSrgKCqkHKIJuM3z9%2BbzO%2BOtSIHsCiNTuhkHFMCWphC6l1CH%2FP70YzepW%2FmyGvVsEXrKr2Bny2gIwtEsM4fWxqNbQ12C%2FYgBTxuHhJaOdewKFJGcFUZdGwWz%2BLIWX4AX5PuZSxMHVWmhvEeG0pWXlFq7joX4TD%2Bdvr97e1NFDwgGkrujRXQeUloyRUCJeuVfy1NVZbSSFHvnmQji6LYadjtq70uuNk1T1DxqjahGzOOKA%2BQUGfbroAtrDU6rl1Cp%2FFkNoono5s4j9%2By7hlPZu%2B%2BU5JZ44ww6oPUPaHWamY4SmSa14DMCbZdfHpg03HMfvRNyD7meTbKvmxzSr6dSU8Dac9eI%2BvYXpZqTnNpekqiM2yvF%2BDnsGj6RwjzaKjY608b9tlLrFeZUVK8kIVS5nlpgbtXYj6DmrvLQ0NFFqOya2VNuDo60I6SbRb0v7ZcyVKCTWg%2FfUhkei2S6NXzaTOh6HbDr6WDoyNLUzfcSgzU4ciF%2B68p%2FRA2VF4qT3UD5UDu6hAutgkmgrQvhzV9NrYIewfC3yy3XGNjrOtj%2B6uftP%2F2LyDpOfHh35z%2BAg%3D%3D&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=Tps4FXm%2BUwt8E%2FzIZh5XIyp3i04TQqAw2pVBCAsRv7vC2VUBQFN6CtKZhXWjXk65TjR1EUs%2FOblxqGc7wGv8nP2kFC8HGJcTl%2BcVR%2BQo1wZiM1e089zcNahoxAOOMTIbEsTXsPAp6j%2FvxMmYkPZ4S8XNbcfC6JZ%2BPYe5EJNPfizKdslwBI9oPHVoPEtP75KFjaBuUcqRQ6Y4pRlnmdQJ4uYlez8DSf%2BVPlsLM3FoybvuTJv8hBdrbGovYSiU%2FrjZlDfWkQBrodfOv57Gt25kj2pVAUVxffxZppJWAUDNKsU6Op01k5mrbvYry7XErHcwnsYs7cX%2FjM%2BNkcVbEsapRw%3D%3D HTTP/1.1" 200 1778 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:11:36:07 +0530] "GET /favicon.ico HTTP/1.1" 405 832 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:11:36:14 +0530] "POST /samlsso HTTP/1.1" 302 - "http://localhost:8080/travelocity.com/samlsso?SAML2.HTTPBinding=HTTP-POST" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:11:36:15 +0530] "GET /authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&sectoken=YWRtaW46YWRtaW4%3D&tenantDomain=carbon.super&sessionDataKey=0e29dc4e-a473-4729-bcfc-fe783c94e6da&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL HTTP/1.1" 200 2583 "http://localhost:8080/travelocity.com/samlsso?SAML2.HTTPBinding=HTTP-POST" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:11:36:15 +0530] "GET /logincontext?sessionDataKey=0e29dc4e-a473-4729-bcfc-fe783c94e6da&relyingParty=travelocity.com&tenantDomain=carbon.super HTTP/1.1" 200 20 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&sectoken=YWRtaW46YWRtaW4%3D&tenantDomain=carbon.super&sessionDataKey=0e29dc4e-a473-4729-bcfc-fe783c94e6da&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:11:36:24 +0530] "POST /samlsso HTTP/1.1" 200 5330 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&sectoken=YWRtaW46YWRtaW4%3D&tenantDomain=carbon.super&sessionDataKey=0e29dc4e-a473-4729-bcfc-fe783c94e6da&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:14:22:40 +0530] "GET /samlsso?SAMLRequest=nZPRb5swEMbf91cgvycQ0mqpFaiyRNUidRtL6B725pojmBib%2BUya%2FvfFkFRs2qJor8fdd59%2F3zG%2FP1bSO4BBoVVEJuOAeKC4zoTaReQpfRjNyH38YY6skjVdNLZQG%2FjVAFpvgQjGtmNLrbCpwGzBHASHp81jRApra%2Br7UnMmC42WzoJZ4FvDDtDWhH0dc135ha5gXGJNvFWrKBSznQs3jL9N393cTH3nAVET70EbDp2XiORMIhBvvYrIbidLLna7PMv36rnY53Iva1FWvCwzlWue5YXKq6psuzFhiOIAEbGmceOIDawVWqZsRMJgMhsFk9E0SIMZvQ3p9G78cXL7k3iJ0VZzLT8J1RNqjKKaoUCqWAVILafbxZdHGo4D%2Btw3If2cpsko%2BbZNiffjTDp0pFv2CmnH9rJUfdpL4lMSnWFzvQA7h0XiP0KY%2B0PFXj%2Bs6ddWYr1KtBT81VtIqV%2BWBph9J9ZmUDF7eamriGyUd620dk9HC8oSb5s4%2Fe8NkyIXYCLSbx8SCa9F4r97Pl0mZN1ttGdp4Wi9pa5qZgQ66nBk3P7Xln4JHSovZUt1A%2FlA7uoQLrZxyp10W3Zn%2BqJN5u4OePuy1DCFtTa2j%2B2vfuL%2B27%2BAxOfEh39z%2FAY%3D&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=bxE1aF2Pgumop4zQ3QVizI58RNUqYWjXSNy0I289N8iKBp4ZfxADGmhHFUc9nIZOcVb3CIytjNJN%2FxGz11dSefOG4cSm2Zlp8Rz%2BJJogGDfTjiDJnUbfIaiRR6ufTZIAJKZS0VYZMEGRU8PapmZnSJoZI1Gjwkh03bDUZ3AF6gKP%2Bv8QujDCMVPbU5URdkgHf3BYYB1zPDFfFUrsusaM%2B3bQNKjH%2Bj8I%2BO9opXn368LGK1DrSIEw87wEPpATFOn0guyJ94cO0pKRQBub2IRfYqijUK85HDyQyNK05P5Wv2b%2FPYvfFy4j%2BPevrE3nOOcd2HHNiKg%2FP8D4zBvezgMBVg%3D%3D HTTP/1.1" 200 5338 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:14:24:03 +0530] "GET /samlsso?SAMLRequest=nZPRb5swEMbf91cgvycQ0mqpFaiyRNUidRtL6B725pojmBib%2BUya%2FvfFkFRs2qJor8fdd59%2F3zG%2FP1bSO4BBoVVEJuOAeKC4zoTaReQpfRjNyH38YY6skjVdNLZQG%2FjVAFpvgQjGtmNLrbCpwGzBHASHp81jRApra%2Br7UnMmC42WzoJZ4FvDDtDWhH0dc135ha5gXGJNvFWrKBSznQs3jL9N393cTH3nAVET70EbDp2XiORMIhBvvYrIbidLLna7PMv36rnY53Iva1FWvCwzlWue5YXKq6psuzFhiOIAEbGmceOIDawVWqZsRMJgMhsFk9E0SIMZvQ3p9G78cXL7k3iJ0VZzLT8J1RNqjKKaoUCqWAVILafbxZdHGo4D%2Btw3If2cpsko%2BbZNiffjTDp0pFv2CmnH9rJUfdpL4lMSnWFzvQA7h0XiP0KY%2B0PFXj%2Bs6ddWYr1KtBT81VtIqV%2BWBph9J9ZmUDF7eamriGyUd620dk9HC8oSb5s4%2Fe8NkyIXYCLSbx8SCa9F4r97Pl0mZN1ttGdp4Wi9pa5qZgQ66nBk3P7Xln4JHSovZUt1A%2FlA7uoQLrZxyp10W3Zn%2BqJN5u4OePuy1DCFtTa2j%2B2vfuL%2B27%2BAxOfEh39z%2FAY%3D&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=bxE1aF2Pgumop4zQ3QVizI58RNUqYWjXSNy0I289N8iKBp4ZfxADGmhHFUc9nIZOcVb3CIytjNJN%2FxGz11dSefOG4cSm2Zlp8Rz%2BJJogGDfTjiDJnUbfIaiRR6ufTZIAJKZS0VYZMEGRU8PapmZnSJoZI1Gjwkh03bDUZ3AF6gKP%2Bv8QujDCMVPbU5URdkgHf3BYYB1zPDFfFUrsusaM%2B3bQNKjH%2Bj8I%2BO9opXn368LGK1DrSIEw87wEPpATFOn0guyJ94cO0pKRQBub2IRfYqijUK85HDyQyNK05P5Wv2b%2FPYvfFy4j%2BPevrE3nOOcd2HHNiKg%2FP8D4zBvezgMBVg%3D%3D HTTP/1.1" 200 1778 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:14:24:21 +0530] "GET /samlsso?SAMLRequest=nZNfb9owFMXf9ykiv0NCSiVmkVQMVA2p2zJI97A317kBg%2F%2FN16Htt6%2BTQMWmDaE9xrn33OPfuZ7evSgZHcChMDojo2FCItDcVEJvMvJY3g8m5C7%2FMEWmpKWzxm%2F1Cn41gD6aIYLzoW1uNDYK3BrcQXB4XD1kZOu9pXEsDWdya9DTSTJJYu%2FYAcKZ8K9DblS8NQqGO7QkWgRFoZnvXLTN%2BFv3x%2FH4Jm49IBoS3RvHofOSkZpJBBItFxnZS%2Fu0rzZWGCU3O1HXoKpdZUDL2m6YrdW%2B3odPEaqxYIjiABnxrmnbERtYavRM%2B4ykyWgySEaDm6RMJvR2TNPRcHw7%2FkmiwhlvuJGfhO4JNU5Tw1Ag1UwBUs%2FpevblgabDhD71RUg%2Fl2UxKL6tSxL9OJFOW9KBvUbasb0sZY9zSX5MojPsrhdgp7BI%2FkcI0%2FhcsddPLf0aJJaLwkjBX6OZlOZ57oD5d2IhA8X85aHtiagGdVdKbXt19KA9idZFq%2F%2B9YVLUAlxG%2BunnRNJrkcTvno%2BbCVW3G2EtPbz4aG6UZU5gSx1eGPf%2FNaUfQs%2BV5zJQXUF9Jnd1CBfLOOWtdDhu1%2FTZuKrdO%2BDhZqVjGq1xvo%2Ftr37y%2Ft%2B%2FgOSnxM9fc%2F4G&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=fluR8pqMuWGqpmOVnNJkD46DpgRr6C%2Fsqv6n6ExTRtPqO4xxUqm9RpUg%2BRfw1vcmYcD75qTWNJ1630le3QNc8G%2FP6OKn5137Jk3Nmdp2TQoxJAXmYV7%2Beij%2Fp0xeO15Kg0jrD25KBJrfW8Fi2bGYpQbAcfh%2F5jzEJo8IbtTiKTefYreb8AarFL9LYJdiLxju6o8MHrKkkGKNR1ahrUK31LDsqARWVHMc150dCLyA4Sg00XNVKZDjMBJkbW5pjwkoVZ%2BuO3LOvILuayUzjfhRFUlYh4%2FxquvV9v8uoCO0kfZcNNIdQhfJxS1y9JwTFy5C4HJ2jWn%2FDPc9D%2Fn81yoLdQ%3D%3D HTTP/1.1" 200 1778 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
127.0.0.1 - - [30/Jan/2018:14:24:31 +0530] "POST /samlsso HTTP/1.1" 302 - "http://localhost:8080/travelocity.com/samlsso?SAML2.HTTPBinding=HTTP-POST" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:57.0) Gecko/20100101 Firefox/57.0"
