127.0.0.1 - - [02/Feb/2018:13:30:31 +0530] "GET /samlsso?SAMLRequest=nZNBj5swEIXv%2FRXI9wSW3UqsFViliVaNtG1pwvbQm2OGYAq26zHZ7L%2BvDckqrdooqsTJzLx5%2Ft549nDo2mAPBoWSKbmZRiQAyVUp5C4lz8XjJCEP2bsZsq7VdN7bWq7hZw9ogzkiGOvaFkpi34HZgNkLDs%2Frp5TU1moahq3irK0VWppESRRaw%2FbgzoR9nXLVhbXqYNqgJsHSKQrJ7ODCN%2BNv3fd3d7eh94CoSPCoDIfBS0oq1iKQYLVMSankjkuoOs5k96Oq66bc6rrRfLdtZFc1WsAOmlK4aswZothDSqzpfTtiDyuJlkmbkji6SSZR7L4iSmgU0dtoev8%2B%2BU6C3CiruGo%2FCDkS6o2kiqFAKlkHSC2nm%2FmnJxpPI7odi5B%2BLIp8kn%2FZFCT4diIde9KOvUQ6sL0spY9zSXZMYjBsrhdgp7BI9kcIs%2FBccdSPNf3sJFbLXLWCvwbztlUvCwPMvhFzGXTMXh7qT0Q5qYZSqv3V0YK0JNjkXv9rz1pRCTApGaefE4mvRRK%2BeT5uJpTDbri1tHCwwUJ1mhmBnjocGLf%2FNWUcQs%2BVF62juobqTO7qEC6Wccq9tDv2a%2FqiTOn3Dri7WWGYRK2MHWP7q59s%2FPcvINkp8fPXnP0C&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=WNcLILYLluv235OKyNLTg34TaJUokEFHXsz2WgG4H7Gp96uIRA%2BeEpVPTYN5P%2BjPEwV9dnWuImEF%2FbkFx%2FsLnhytKwYQagV0XdyQBi6b1xHHnN3dpRbIXE70lTLgaRxzqfH28RhNmmmAIP7bCXV9k1nVM63v%2B21C2Gaw%2BDKFx2zJG1C%2FYMfm6vPR42a67gY%2B%2B0wd0PksdMYRbZhzJiHFv5dkOYnheL%2BkcbW9gD0KrXCF5xOYnoOWR5Q2K2drfV4OwPUrsOCoPBq%2BECLV2bYhMeAjHnfkXOVQ8zcy%2FINRGY%2F%2FWgiU%2BvyyzLkxUDgUwlaTsxetoSZkQSI3dObWrdQvMg%3D%3D HTTP/1.1" 200 1412 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:33 +0530] "GET /favicon.ico HTTP/1.1" 405 832 "https://localhost:9443/samlsso?SAMLRequest=nZNBj5swEIXv%2FRXI9wSW3UqsFViliVaNtG1pwvbQm2OGYAq26zHZ7L%2BvDckqrdooqsTJzLx5%2Ft549nDo2mAPBoWSKbmZRiQAyVUp5C4lz8XjJCEP2bsZsq7VdN7bWq7hZw9ogzkiGOvaFkpi34HZgNkLDs%2Frp5TU1moahq3irK0VWppESRRaw%2FbgzoR9nXLVhbXqYNqgJsHSKQrJ7ODCN%2BNv3fd3d7eh94CoSPCoDIfBS0oq1iKQYLVMSankjkuoOs5k96Oq66bc6rrRfLdtZFc1WsAOmlK4aswZothDSqzpfTtiDyuJlkmbkji6SSZR7L4iSmgU0dtoev8%2B%2BU6C3CiruGo%2FCDkS6o2kiqFAKlkHSC2nm%2FmnJxpPI7odi5B%2BLIp8kn%2FZFCT4diIde9KOvUQ6sL0spY9zSXZMYjBsrhdgp7BI9kcIs%2FBccdSPNf3sJFbLXLWCvwbztlUvCwPMvhFzGXTMXh7qT0Q5qYZSqv3V0YK0JNjkXv9rz1pRCTApGaefE4mvRRK%2BeT5uJpTDbri1tHCwwUJ1mhmBnjocGLf%2FNWUcQs%2BVF62juobqTO7qEC6Wccq9tDv2a%2FqiTOn3Dri7WWGYRK2MHWP7q59s%2FPcvINkp8fPXnP0C&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=WNcLILYLluv235OKyNLTg34TaJUokEFHXsz2WgG4H7Gp96uIRA%2BeEpVPTYN5P%2BjPEwV9dnWuImEF%2FbkFx%2FsLnhytKwYQagV0XdyQBi6b1xHHnN3dpRbIXE70lTLgaRxzqfH28RhNmmmAIP7bCXV9k1nVM63v%2B21C2Gaw%2BDKFx2zJG1C%2FYMfm6vPR42a67gY%2B%2B0wd0PksdMYRbZhzJiHFv5dkOYnheL%2BkcbW9gD0KrXCF5xOYnoOWR5Q2K2drfV4OwPUrsOCoPBq%2BECLV2bYhMeAjHnfkXOVQ8zcy%2FINRGY%2F%2FWgiU%2BvyyzLkxUDgUwlaTsxetoSZkQSI3dObWrdQvMg%3D%3D" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:33 +0530] "POST /CustomEndpoint-1.0-SNAPSHOT/headerFormatter/format HTTP/1.1" 200 978 "https://localhost:9443/samlsso?SAMLRequest=nZNBj5swEIXv%2FRXI9wSW3UqsFViliVaNtG1pwvbQm2OGYAq26zHZ7L%2BvDckqrdooqsTJzLx5%2Ft549nDo2mAPBoWSKbmZRiQAyVUp5C4lz8XjJCEP2bsZsq7VdN7bWq7hZw9ogzkiGOvaFkpi34HZgNkLDs%2Frp5TU1moahq3irK0VWppESRRaw%2FbgzoR9nXLVhbXqYNqgJsHSKQrJ7ODCN%2BNv3fd3d7eh94CoSPCoDIfBS0oq1iKQYLVMSankjkuoOs5k96Oq66bc6rrRfLdtZFc1WsAOmlK4aswZothDSqzpfTtiDyuJlkmbkji6SSZR7L4iSmgU0dtoev8%2B%2BU6C3CiruGo%2FCDkS6o2kiqFAKlkHSC2nm%2FmnJxpPI7odi5B%2BLIp8kn%2FZFCT4diIde9KOvUQ6sL0spY9zSXZMYjBsrhdgp7BI9kcIs%2FBccdSPNf3sJFbLXLWCvwbztlUvCwPMvhFzGXTMXh7qT0Q5qYZSqv3V0YK0JNjkXv9rz1pRCTApGaefE4mvRRK%2BeT5uJpTDbri1tHCwwUJ1mhmBnjocGLf%2FNWUcQs%2BVF62juobqTO7qEC6Wccq9tDv2a%2FqiTOn3Dri7WWGYRK2MHWP7q59s%2FPcvINkp8fPXnP0C&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=WNcLILYLluv235OKyNLTg34TaJUokEFHXsz2WgG4H7Gp96uIRA%2BeEpVPTYN5P%2BjPEwV9dnWuImEF%2FbkFx%2FsLnhytKwYQagV0XdyQBi6b1xHHnN3dpRbIXE70lTLgaRxzqfH28RhNmmmAIP7bCXV9k1nVM63v%2B21C2Gaw%2BDKFx2zJG1C%2FYMfm6vPR42a67gY%2B%2B0wd0PksdMYRbZhzJiHFv5dkOYnheL%2BkcbW9gD0KrXCF5xOYnoOWR5Q2K2drfV4OwPUrsOCoPBq%2BECLV2bYhMeAjHnfkXOVQ8zcy%2FINRGY%2F%2FWgiU%2BvyyzLkxUDgUwlaTsxetoSZkQSI3dObWrdQvMg%3D%3D" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "POST /samlsso HTTP/1.1" 302 - "http://localhost:8080/travelocity.com/samlsso?SAML2.HTTPBinding=HTTP-POST" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "GET /authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=dc651bcd-3e3a-42a0-83fd-1d53cea8ced6&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL HTTP/1.1" 200 2558 "http://localhost:8080/travelocity.com/samlsso?SAML2.HTTPBinding=HTTP-POST" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "GET /authenticationendpoint/css/Roboto.css HTTP/1.1" 200 301 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=dc651bcd-3e3a-42a0-83fd-1d53cea8ced6&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "GET /authenticationendpoint/libs/bootstrap_3.3.5/css/bootstrap.min.css HTTP/1.1" 200 20162 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=dc651bcd-3e3a-42a0-83fd-1d53cea8ced6&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "GET /authenticationendpoint/css/custom-common.css HTTP/1.1" 200 1080 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=dc651bcd-3e3a-42a0-83fd-1d53cea8ced6&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "GET /authenticationendpoint/libs/bootstrap_3.3.5/js/bootstrap.min.js HTTP/1.1" 200 9891 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=dc651bcd-3e3a-42a0-83fd-1d53cea8ced6&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "GET /authenticationendpoint/images/logo-inverse.svg HTTP/1.1" 200 4663 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=dc651bcd-3e3a-42a0-83fd-1d53cea8ced6&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [02/Feb/2018:13:30:39 +0530] "GET /authenticationendpoint/libs/jquery_1.11.3/jquery-1.11.3.js HTTP/1.1" 200 86118 "https://localhost:9443/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=dc651bcd-3e3a-42a0-83fd-1d53cea8ced6&relyingParty=travelocity.com&type=samlsso&sp=travelocity.com&isSaaSApp=false&authenticators=BasicAuthenticator:LOCAL" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
